entry_id,msn_headword,ehn_spoken_form,part_of_speech,gloss_en,gloss_es,authoring_domain,use_status,source_confidence,review_note
kw::apolin::1,apolin,apolin,noun,capulin,,general_vocabulary,internal_drafting_candidate_not_speaker_validated,0.95,EHN_colloquial source-backed candidate; requires MSN approval before public release.
kw::azoltic::1,asoltik,azoltic,adj,blue.,,general_vocabulary,internal_drafting_candidate_not_speaker_validated,0.95,EHN_colloquial source-backed candidate; requires MSN approval before public release.
kw::astatl::3,astatl,astatl,noun,heron.,,general_vocabulary,internal_drafting_candidate_not_speaker_validated,0.95,EHN_colloquial source-backed candidate; requires MSN approval before public release.
kw::atemitl::2,atemitl,atemitl,noun,river.,,general_vocabulary,internal_drafting_candidate_not_speaker_validated,0.95,EHN_colloquial source-backed candidate; requires MSN approval before public release.
kw::ahuacacuahuitl::3,awakakuawitl,ahuacacuahuitl,noun,avocado tree.,,general_vocabulary,internal_drafting_candidate_not_speaker_validated,0.95,EHN_colloquial source-backed candidate; requires MSN approval before public release.
kw::awakatl::2,awakatl,awakatl,noun,avocado,,general_vocabulary,internal_drafting_candidate_not_speaker_validated,0.95,EHN_colloquial source-backed candidate; requires MSN approval before public release.
kw::awiyak::1,awiyak,awiyak,adj,tasty.,,general_vocabulary,internal_drafting_candidate_not_speaker_validated,0.95,EHN_colloquial source-backed candidate; requires MSN approval before public release.
kw::ax-cualli::1,ax kualli,ax cualli,adj,bad.,,general_vocabulary,internal_drafting_candidate_not_speaker_validated,0.95,EHN_colloquial source-backed candidate; requires MSN approval before public release.
kw::axcaneli::1,axkaneli,axcaneli,noun,ant.,,general_vocabulary,internal_drafting_candidate_not_speaker_validated,0.95,EHN_colloquial source-backed candidate; requires MSN approval before public release.
kw::axcahua::1,axkawa,axcahua,noun,sheep.,,general_vocabulary,internal_drafting_candidate_not_speaker_validated,0.95,EHN_colloquial source-backed candidate; requires MSN approval before public release.
kw::ayohtli::3,ayohtli,ayohtli,noun,"gourd, squash.",,general_vocabulary,internal_drafting_candidate_not_speaker_validated,0.95,EHN_colloquial source-backed candidate; requires MSN approval before public release.
kw::ayotl::7,ayotl,ayotl,noun,turtle.,,general_vocabulary,internal_drafting_candidate_not_speaker_validated,0.95,EHN_colloquial source-backed candidate; requires MSN approval before public release.
kw::burro::1,burro,burro,noun,donkey.,,general_vocabulary,internal_drafting_candidate_not_speaker_validated,0.95,EHN_colloquial source-backed candidate; requires MSN approval before public release.
kw::chalchokotl::2,chalchokotl,chalchokotl,noun,guava,,general_vocabulary,internal_drafting_candidate_not_speaker_validated,0.95,EHN_colloquial source-backed candidate; requires MSN approval before public release.
kw::chancaca::1,chankaka,chancaca,noun,panela (solid piece of unrefined sugar).,,general_vocabulary,internal_drafting_candidate_not_speaker_validated,0.95,EHN_colloquial source-backed candidate; requires MSN approval before public release.
kw::chapoli::3,chapoli,chapoli,noun,grasshopper.,,general_vocabulary,internal_drafting_candidate_not_speaker_validated,0.95,EHN_colloquial source-backed candidate; requires MSN approval before public release.
kw::chapolin::3,chapolin,chapolin,noun,grasshopper.,,general_vocabulary,internal_drafting_candidate_not_speaker_validated,0.95,EHN_colloquial source-backed candidate; requires MSN approval before public release.
kw::chapopohtli::1,chapopohtli,chapopohtli,noun,tar.,,general_vocabulary,internal_drafting_candidate_not_speaker_validated,0.95,EHN_colloquial source-backed candidate; requires MSN approval before public release.
kw::chichi::5,chichi,chichi,noun,dog.,,general_vocabulary,internal_drafting_candidate_not_speaker_validated,0.95,EHN_colloquial source-backed candidate; requires MSN approval before public release.
kw::chichiltik::3,chichiltik,chichiltik,adj,red,,general_vocabulary,internal_drafting_candidate_not_speaker_validated,0.95,EHN_colloquial source-backed candidate; requires MSN approval before public release.
kw::chichimichin::2,chichimichin,chichimichin,noun,dolphin,,general_vocabulary,internal_drafting_candidate_not_speaker_validated,0.95,EHN_colloquial source-backed candidate; requires MSN approval before public release.
kw::chicahuac::2,chikawak,chicahuac,adj,strong.,,general_vocabulary,internal_drafting_candidate_not_speaker_validated,0.95,EHN_colloquial source-backed candidate; requires MSN approval before public release.
kw::chicahualiztli::1,chikawalistli,chicahualiztli,noun,strength.,,general_vocabulary,internal_drafting_candidate_not_speaker_validated,0.95,EHN_colloquial source-backed candidate; requires MSN approval before public release.
kw::chikotzapotl::1,chikotsapotl,chikotzapotl,noun,sapodilla,,general_vocabulary,internal_drafting_candidate_not_speaker_validated,0.95,EHN_colloquial source-backed candidate; requires MSN approval before public release.
kw::chilcoz::1,chilkos,chilcoz,adj,orange,,general_vocabulary,internal_drafting_candidate_not_speaker_validated,0.95,EHN_colloquial source-backed candidate; requires MSN approval before public release.
kw::chilxokotl::1,chilxokotl,chilxokotl,noun,strawberry,,general_vocabulary,internal_drafting_candidate_not_speaker_validated,0.95,EHN_colloquial source-backed candidate; requires MSN approval before public release.
kw::chipahuac::2,chipawak,chipahuac,adj,white.,,general_vocabulary,internal_drafting_candidate_not_speaker_validated,0.95,EHN_colloquial source-backed candidate; requires MSN approval before public release.
kw::chipohtli::1,chipohtli,chipohtli,noun,tick,,general_vocabulary,internal_drafting_candidate_not_speaker_validated,0.95,EHN_colloquial source-backed candidate; requires MSN approval before public release.
kw::chivo::1,chivo,chivo,noun,goat,,general_vocabulary,internal_drafting_candidate_not_speaker_validated,0.95,EHN_colloquial source-backed candidate; requires MSN approval before public release.
kw::ehquetl::1,ehketl,ehquetl,noun,being.,,general_vocabulary,internal_drafting_candidate_not_speaker_validated,0.95,EHN_colloquial source-backed candidate; requires MSN approval before public release.
kw::elchiqui::1,elchiki,elchiqui,noun,rib (anatomy).,,general_vocabulary,internal_drafting_candidate_not_speaker_validated,0.95,EHN_colloquial source-backed candidate; requires MSN approval before public release.
kw::eltlapal::2,eltlapal,eltlapal,noun,wing.,,general_vocabulary,internal_drafting_candidate_not_speaker_validated,0.95,EHN_colloquial source-backed candidate; requires MSN approval before public release.
kw::elhuicac::1,elwikak,elhuicac,noun,heaven.,,general_vocabulary,internal_drafting_candidate_not_speaker_validated,0.95,EHN_colloquial source-backed candidate; requires MSN approval before public release.
kw::elhuicac-ehquetl::1,elwikak ehketl,elhuicac ehquetl,noun,An angel.,,general_vocabulary,internal_drafting_candidate_not_speaker_validated,0.95,EHN_colloquial source-backed candidate; requires MSN approval before public release.
kw::elhuicactli::1,elwikaktli,elhuicactli,noun,the sky.,,general_vocabulary,internal_drafting_candidate_not_speaker_validated,0.95,EHN_colloquial source-backed candidate; requires MSN approval before public release.
kw::espoltic::1,espoltik,espoltic,adj,bloody.,,general_vocabulary,internal_drafting_candidate_not_speaker_validated,0.95,EHN_colloquial source-backed candidate; requires MSN approval before public release.
kw::estado::1,estado,estado,noun,state,,general_vocabulary,internal_drafting_candidate_not_speaker_validated,0.95,EHN_colloquial source-backed candidate; requires MSN approval before public release.
kw::esxokotl::3,esxokotl,esxokotl,noun,pomegranate,,general_vocabulary,internal_drafting_candidate_not_speaker_validated,0.95,EHN_colloquial source-backed candidate; requires MSN approval before public release.
kw::expa::2,expa,expa,adj,third.,,general_vocabulary,internal_drafting_candidate_not_speaker_validated,0.95,EHN_colloquial source-backed candidate; requires MSN approval before public release.
kw::folsah::1,folsah,folsah,noun,bag,,general_vocabulary,internal_drafting_candidate_not_speaker_validated,0.95,EHN_colloquial source-backed candidate; requires MSN approval before public release.
kw::gobierno::1,gobierno,gobierno,noun,government.,,general_vocabulary,internal_drafting_candidate_not_speaker_validated,0.95,EHN_colloquial source-backed candidate; requires MSN approval before public release.
kw::hora::1,hora,hora,noun,hour.,,general_vocabulary,internal_drafting_candidate_not_speaker_validated,0.95,EHN_colloquial source-backed candidate; requires MSN approval before public release.
kw::iahcol::1,iahkol,iahcol,noun,"his, her, its shoulder.",,general_vocabulary,internal_drafting_candidate_not_speaker_validated,0.95,EHN_colloquial source-backed candidate; requires MSN approval before public release.
kw::iahui::1,iawi,iahui,noun,"his, her, its aunt.",,general_vocabulary,internal_drafting_candidate_not_speaker_validated,0.95,EHN_colloquial source-backed candidate; requires MSN approval before public release.
kw::icha::1,icha,icha,noun,"his, her, its home.",,general_vocabulary,internal_drafting_candidate_not_speaker_validated,0.95,EHN_colloquial source-backed candidate; requires MSN approval before public release.
kw::ichpocatl::1,ichpokatl,ichpocatl,noun,young woman.,,general_vocabulary,internal_drafting_candidate_not_speaker_validated,0.95,EHN_colloquial source-backed candidate; requires MSN approval before public release.
kw::ihnaloc::1,ihnalok,ihnaloc,noun,morning,,general_vocabulary,internal_drafting_candidate_not_speaker_validated,0.95,EHN_colloquial source-backed candidate; requires MSN approval before public release.
kw::ihnalpa::1,ihnalpa,ihnalpa,noun,morning.,,general_vocabulary,internal_drafting_candidate_not_speaker_validated,0.95,EHN_colloquial source-backed candidate; requires MSN approval before public release.
kw::iicni::1,iikni,iicni,noun,"his, her, its brother.",,general_vocabulary,internal_drafting_candidate_not_speaker_validated,0.95,EHN_colloquial source-backed candidate; requires MSN approval before public release.
kw::iixtiyol::1,iixtiyol,iixtiyol,noun,"his, her, its eye.",,general_vocabulary,internal_drafting_candidate_not_speaker_validated,0.95,EHN_colloquial source-backed candidate; requires MSN approval before public release.
kw::icni::1,ikni,icni,noun,brother,,general_vocabulary,internal_drafting_candidate_not_speaker_validated,0.95,EHN_colloquial source-backed candidate; requires MSN approval before public release.
kw::icnotzi::1,iknotsi,icnotzi,noun,orphan.,,general_vocabulary,internal_drafting_candidate_not_speaker_validated,0.95,EHN_colloquial source-backed candidate; requires MSN approval before public release.
kw::ilwikatl::1,ilwikatl,ilwikatl,noun,sky,,general_vocabulary,internal_drafting_candidate_not_speaker_validated,0.95,EHN_colloquial source-backed candidate; requires MSN approval before public release.
kw::imachcone::1,imachkone,imachcone,noun,"nephew, niece",,general_vocabulary,internal_drafting_candidate_not_speaker_validated,0.95,EHN_colloquial source-backed candidate; requires MSN approval before public release.
kw::inenepil::1,inenepil,inenepil,noun,"his, her, its tongue.",,general_vocabulary,internal_drafting_candidate_not_speaker_validated,0.95,EHN_colloquial source-backed candidate; requires MSN approval before public release.
kw::icelti::1,iselti,icelti,adj,alone.,,general_vocabulary,internal_drafting_candidate_not_speaker_validated,0.95,EHN_colloquial source-backed candidate; requires MSN approval before public release.
kw::isocapa::1,isokapa,isocapa,adj,fast.,,general_vocabulary,internal_drafting_candidate_not_speaker_validated,0.95,EHN_colloquial source-backed candidate; requires MSN approval before public release.
kw::iztatl::3,istatl,iztatl,noun,salt.,,general_vocabulary,internal_drafting_candidate_not_speaker_validated,0.95,EHN_colloquial source-backed candidate; requires MSN approval before public release.
kw::izhuatl::2,iswatl,izhuatl,noun,leaf.,,general_vocabulary,internal_drafting_candidate_not_speaker_validated,0.95,EHN_colloquial source-backed candidate; requires MSN approval before public release.
kw::itlapanca::1,itlapanka,itlapanca,noun,interest.,,general_vocabulary,internal_drafting_candidate_not_speaker_validated,0.95,EHN_colloquial source-backed candidate; requires MSN approval before public release.
kw::ixcafentic::1,ixkafentik,ixcafentic,adj,"coffee color, brown.",,general_vocabulary,internal_drafting_candidate_not_speaker_validated,0.95,EHN_colloquial source-backed candidate; requires MSN approval before public release.
kw::ixmatzahtic::1,ixmatsahtik,ixmatzahtic,adj,pink.,,general_vocabulary,internal_drafting_candidate_not_speaker_validated,0.95,EHN_colloquial source-backed candidate; requires MSN approval before public release.
kw::ixteyol::1,ixteyol,ixteyol,noun,eye.,,general_vocabulary,internal_drafting_candidate_not_speaker_validated,0.95,EHN_colloquial source-backed candidate; requires MSN approval before public release.
kw::ixtiyol::1,ixtiyol,ixtiyol,noun,eye.,,general_vocabulary,internal_drafting_candidate_not_speaker_validated,0.95,EHN_colloquial source-backed candidate; requires MSN approval before public release.
kw::ixhui::2,ixwi,ixhui,noun,grandson.,,general_vocabulary,internal_drafting_candidate_not_speaker_validated,0.95,EHN_colloquial source-backed candidate; requires MSN approval before public release.
kw::iyaquemetl::1,iyakemetl,iyaquemetl,noun,insect.,,general_vocabulary,internal_drafting_candidate_not_speaker_validated,0.95,EHN_colloquial source-backed candidate; requires MSN approval before public release.
kw::iyalmilli::1,iyalmilli,iyalmilli,noun,tobacco farm.,,general_vocabulary,internal_drafting_candidate_not_speaker_validated,0.95,EHN_colloquial source-backed candidate; requires MSN approval before public release.
kw::iyatl::2,iyatl,iyatl,noun,tobacco,,general_vocabulary,internal_drafting_candidate_not_speaker_validated,0.95,EHN_colloquial source-backed candidate; requires MSN approval before public release.
kw::iyol::1,iyol,iyol,noun,seed.,,general_vocabulary,internal_drafting_candidate_not_speaker_validated,0.95,EHN_colloquial source-backed candidate; requires MSN approval before public release.
kw::iyolic::1,iyolik,iyolic,adj,slow,,general_vocabulary,internal_drafting_candidate_not_speaker_validated,0.95,EHN_colloquial source-backed candidate; requires MSN approval before public release.
kw::cafe::1,kafe,cafe,noun,coffee,,general_vocabulary,internal_drafting_candidate_not_speaker_validated,0.95,EHN_colloquial source-backed candidate; requires MSN approval before public release.
kw::kahtzotl::1,kahtsotl,kahtzotl,noun,jicama,,general_vocabulary,internal_drafting_candidate_not_speaker_validated,0.95,EHN_colloquial source-backed candidate; requires MSN approval before public release.
kw::calendario::1,kalendario,calendario,noun,calendar,,general_vocabulary,internal_drafting_candidate_not_speaker_validated,0.95,EHN_colloquial source-backed candidate; requires MSN approval before public release.
kw::caltlacatl::1,kaltlakatl,caltlacatl,noun,person.,,general_vocabulary,internal_drafting_candidate_not_speaker_validated,0.95,EHN_colloquial source-backed candidate; requires MSN approval before public release.
kw::camanaliztli::1,kamanalistli,camanaliztli,noun,story.,,general_vocabulary,internal_drafting_candidate_not_speaker_validated,0.95,EHN_colloquial source-backed candidate; requires MSN approval before public release.
kw::camanalli::2,kamanalli,camanalli,noun,word.,,general_vocabulary,internal_drafting_candidate_not_speaker_validated,0.95,EHN_colloquial source-backed candidate; requires MSN approval before public release.
kw::camanalohquetl::1,kamanalohketl,camanalohquetl,noun,speaker.,,general_vocabulary,internal_drafting_candidate_not_speaker_validated,0.95,EHN_colloquial source-backed candidate; requires MSN approval before public release.
kw::kamanaltiketl::1,kamanaltiketl,kamanaltiketl,noun,speaker.,,general_vocabulary,internal_drafting_candidate_not_speaker_validated,0.95,EHN_colloquial source-backed candidate; requires MSN approval before public release.
kw::camohtli::3,kamohtli,camohtli,noun,sweet potato.,,general_vocabulary,internal_drafting_candidate_not_speaker_validated,0.95,EHN_colloquial source-backed candidate; requires MSN approval before public release.
kw::carro::1,karro,carro,noun,car.,,general_vocabulary,internal_drafting_candidate_not_speaker_validated,0.95,EHN_colloquial source-backed candidate; requires MSN approval before public release.
kw::cartilla::1,kartilla,cartilla,noun,"card, book",,general_vocabulary,internal_drafting_candidate_not_speaker_validated,0.95,EHN_colloquial source-backed candidate; requires MSN approval before public release.
kw::cahualtoahui::1,kawaltoawi,cahualtoahui,noun,widow (female).,,general_vocabulary,internal_drafting_candidate_not_speaker_validated,0.95,EHN_colloquial source-backed candidate; requires MSN approval before public release.
kw::cahualtotlayi::1,kawaltotlayi,cahualtotlayi,noun,widow (male).,,general_vocabulary,internal_drafting_candidate_not_speaker_validated,0.95,EHN_colloquial source-backed candidate; requires MSN approval before public release.
kw::kawayoh::2,kawayoh,kawayoh,noun,horse.,,general_vocabulary,internal_drafting_candidate_not_speaker_validated,0.95,EHN_colloquial source-backed candidate; requires MSN approval before public release.
kw::caxtiltecacamanalli::1,kaxtiltekakamanalli,caxtiltecacamanalli,noun,the Spanish language.,,general_vocabulary,internal_drafting_candidate_not_speaker_validated,0.95,EHN_colloquial source-backed candidate; requires MSN approval before public release.
kw::cayochi::1,kayochi,cayochi,noun,fox.,,general_vocabulary,internal_drafting_candidate_not_speaker_validated,0.95,EHN_colloquial source-backed candidate; requires MSN approval before public release.
kw::quentzi::2,kentsi,quentzi,adj,less.,,general_vocabulary,internal_drafting_candidate_not_speaker_validated,0.95,EHN_colloquial source-backed candidate; requires MSN approval before public release.
kw::kikiyotekomitl::1,kikiyotekomitl,kikiyotekomitl,noun,passion fruit,,general_vocabulary,internal_drafting_candidate_not_speaker_validated,0.95,EHN_colloquial source-backed candidate; requires MSN approval before public release.
kw::cocoliztli::3,kokolistli,cocoliztli,noun,sickness.,,general_vocabulary,internal_drafting_candidate_not_speaker_validated,0.95,EHN_colloquial source-backed candidate; requires MSN approval before public release.
kw::cocotl::2,kokotl,cocotl,noun,"wound, sore.",,general_vocabulary,internal_drafting_candidate_not_speaker_validated,0.95,EHN_colloquial source-backed candidate; requires MSN approval before public release.
kw::kokoxketl::3,kokoxketl,kokoxketl,noun,a sick person.,,general_vocabulary,internal_drafting_candidate_not_speaker_validated,0.95,EHN_colloquial source-backed candidate; requires MSN approval before public release.
kw::kolotl::3,kolotl,kolotl,noun,scorpion.,,general_vocabulary,internal_drafting_candidate_not_speaker_validated,0.95,EHN_colloquial source-backed candidate; requires MSN approval before public release.
kw::komalli::2,komalli,komalli,noun,a pan used to grill tortillas.,,general_vocabulary,internal_drafting_candidate_not_speaker_validated,0.95,EHN_colloquial source-backed candidate; requires MSN approval before public release.
kw::comitl::3,komitl,comitl,noun,"pot, pan.",,general_vocabulary,internal_drafting_candidate_not_speaker_validated,0.95,EHN_colloquial source-backed candidate; requires MSN approval before public release.
kw::konetl::1,konetl,konetl,noun,son.,,general_vocabulary,internal_drafting_candidate_not_speaker_validated,0.95,EHN_colloquial source-backed candidate; requires MSN approval before public release.
kw::kostik::3,kostik,kostik,adj,yellow,,general_vocabulary,internal_drafting_candidate_not_speaker_validated,0.95,EHN_colloquial source-backed candidate; requires MSN approval before public release.
kw::coztlaquemitl::1,kostlakemitl,coztlaquemitl,noun,pancho.,,general_vocabulary,internal_drafting_candidate_not_speaker_validated,0.95,EHN_colloquial source-backed candidate; requires MSN approval before public release.
kw::coto::1,koto,coto,noun,shirt.,,general_vocabulary,internal_drafting_candidate_not_speaker_validated,0.95,EHN_colloquial source-backed candidate; requires MSN approval before public release.
kw::kowatl::1,kowatl,kowatl,noun,snake.,,general_vocabulary,internal_drafting_candidate_not_speaker_validated,0.95,EHN_colloquial source-backed candidate; requires MSN approval before public release.
kw::coxtalli::1,koxtalli,coxtalli,noun,a sack.,,general_vocabulary,internal_drafting_candidate_not_speaker_validated,0.95,EHN_colloquial source-backed candidate; requires MSN approval before public release.
kw::koyochichi::3,koyochichi,koyochichi,noun,Coyote.,,general_vocabulary,internal_drafting_candidate_not_speaker_validated,0.95,EHN_colloquial source-backed candidate; requires MSN approval before public release.
kw::koyotl::4,koyotl,koyotl,noun,foreigner.,,general_vocabulary,internal_drafting_candidate_not_speaker_validated,0.95,EHN_colloquial source-backed candidate; requires MSN approval before public release.
kw::cuacamohtli::1,kuakamohtli,cuacamohtli,noun,yuca.,,general_vocabulary,internal_drafting_candidate_not_speaker_validated,0.95,EHN_colloquial source-backed candidate; requires MSN approval before public release.
kw::cuacarro::1,kuakarro,cuacarro,noun,car.,,general_vocabulary,internal_drafting_candidate_not_speaker_validated,0.95,EHN_colloquial source-backed candidate; requires MSN approval before public release.
kw::cualantoc::1,kualantok,cualantoc,adj,angry,,general_vocabulary,internal_drafting_candidate_not_speaker_validated,0.95,EHN_colloquial source-backed candidate; requires MSN approval before public release.
kw::kuapelechin::1,kuapelechin,kuapelechin,noun,rooster.,,general_vocabulary,internal_drafting_candidate_not_speaker_validated,0.95,EHN_colloquial source-backed candidate; requires MSN approval before public release.
kw::cuatitlamitl::1,kuatitlamitl,cuatitlamitl,noun,forest.,,general_vocabulary,internal_drafting_candidate_not_speaker_validated,0.95,EHN_colloquial source-backed candidate; requires MSN approval before public release.
kw::cuatitlanehquetl::1,kuatitlanehketl,cuatitlanehquetl,noun,mountain inhabitant.,,general_vocabulary,internal_drafting_candidate_not_speaker_validated,0.95,EHN_colloquial source-backed candidate; requires MSN approval before public release.
kw::cuatlahcayotl::1,kuatlahkayotl,cuatlahcayotl,noun,fruit.,,general_vocabulary,internal_drafting_candidate_not_speaker_validated,0.95,EHN_colloquial source-backed candidate; requires MSN approval before public release.
kw::kuatochin::1,kuatochin,kuatochin,noun,rabbit.,,general_vocabulary,internal_drafting_candidate_not_speaker_validated,0.95,EHN_colloquial source-backed candidate; requires MSN approval before public release.
kw::cuatopilli::2,kuatopilli,cuatopilli,noun,rod.,,general_vocabulary,internal_drafting_candidate_not_speaker_validated,0.95,EHN_colloquial source-backed candidate; requires MSN approval before public release.
kw::kuawitl::1,kuawitl,kuawitl,noun,tree.,,general_vocabulary,internal_drafting_candidate_not_speaker_validated,0.95,EHN_colloquial source-backed candidate; requires MSN approval before public release.
kw::cuaxilocuahuitl::1,kuaxilokuawitl,cuaxilocuahuitl,noun,banana tree,,general_vocabulary,internal_drafting_candidate_not_speaker_validated,0.95,EHN_colloquial source-backed candidate; requires MSN approval before public release.
kw::cuaxilomiltitla::1,kuaxilomiltitla,cuaxilomiltitla,noun,banana plantation.,,general_vocabulary,internal_drafting_candidate_not_speaker_validated,0.95,EHN_colloquial source-backed candidate; requires MSN approval before public release.
kw::kuaxilotl::3,kuaxilotl,kuaxilotl,noun,banana.,,general_vocabulary,internal_drafting_candidate_not_speaker_validated,0.95,EHN_colloquial source-backed candidate; requires MSN approval before public release.
kw::cuecuetzi::1,kuekuetsi,cuecuetzi,adj,tiny.,,general_vocabulary,internal_drafting_candidate_not_speaker_validated,0.95,EHN_colloquial source-backed candidate; requires MSN approval before public release.
kw::cueyitl::1,kueyitl,cueyitl,noun,skirt.,,general_vocabulary,internal_drafting_candidate_not_speaker_validated,0.95,EHN_colloquial source-backed candidate; requires MSN approval before public release.
kw::cuitlapil::1,kuitlapil,cuitlapil,noun,"tail, rear.",,general_vocabulary,internal_drafting_candidate_not_speaker_validated,0.95,EHN_colloquial source-backed candidate; requires MSN approval before public release.
kw::cuitlatl::3,kuitlatl,cuitlatl,noun,"excrement, feces.",,general_vocabulary,internal_drafting_candidate_not_speaker_validated,0.95,EHN_colloquial source-backed candidate; requires MSN approval before public release.
kw::lalax::3,lalax,lalax,noun,Chiconamel spelling of alaxox,,general_vocabulary,internal_drafting_candidate_not_speaker_validated,0.95,EHN_colloquial source-backed candidate; requires MSN approval before public release.
kw::lalaxcuahuitl::2,lalaxkuawitl,lalaxcuahuitl,noun,orange tree.,,general_vocabulary,internal_drafting_candidate_not_speaker_validated,0.95,EHN_colloquial source-backed candidate; requires MSN approval before public release.
kw::lechi::2,lechi,lechi,noun,milk,,general_vocabulary,internal_drafting_candidate_not_speaker_validated,0.95,EHN_colloquial source-backed candidate; requires MSN approval before public release.
kw::libro::1,libro,libro,noun,book,,general_vocabulary,internal_drafting_candidate_not_speaker_validated,0.95,EHN_colloquial source-backed candidate; requires MSN approval before public release.
kw::lugar::1,lugar,lugar,noun,place,,general_vocabulary,internal_drafting_candidate_not_speaker_validated,0.95,EHN_colloquial source-backed candidate; requires MSN approval before public release.
kw::machete::1,machete,machete,noun,machete.,,general_vocabulary,internal_drafting_candidate_not_speaker_validated,0.95,EHN_colloquial source-backed candidate; requires MSN approval before public release.
kw::macpil::1,makpil,macpil,noun,finger.,,general_vocabulary,internal_drafting_candidate_not_speaker_validated,0.95,EHN_colloquial source-backed candidate; requires MSN approval before public release.
kw::mangocuahuitl::1,mangokuawitl,mangocuahuitl,noun,mango tree.,,general_vocabulary,internal_drafting_candidate_not_speaker_validated,0.95,EHN_colloquial source-backed candidate; requires MSN approval before public release.
kw::manzana::1,mansana,manzana,noun,apple.,,general_vocabulary,internal_drafting_candidate_not_speaker_validated,0.95,EHN_colloquial source-backed candidate; requires MSN approval before public release.
kw::mapachi::2,mapachi,mapachi,noun,raccoon.,,general_vocabulary,internal_drafting_candidate_not_speaker_validated,0.95,EHN_colloquial source-backed candidate; requires MSN approval before public release.
kw::mapachin::2,mapachin,mapachin,noun,raccoon,,general_vocabulary,internal_drafting_candidate_not_speaker_validated,0.95,EHN_colloquial source-backed candidate; requires MSN approval before public release.
kw::matzahtli::3,matsahtli,matzahtli,noun,pineapple.,,general_vocabulary,internal_drafting_candidate_not_speaker_validated,0.95,EHN_colloquial source-backed candidate; requires MSN approval before public release.
kw::matzohtli::1,matsohtli,matzohtli,noun,pineapple,,general_vocabulary,internal_drafting_candidate_not_speaker_validated,0.95,EHN_colloquial source-backed candidate; requires MSN approval before public release.
kw::mayana::3,mayana,mayana,adj,hungry,,general_vocabulary,internal_drafting_candidate_not_speaker_validated,0.95,EHN_colloquial source-backed candidate; requires MSN approval before public release.
kw::mayitl::1,mayitl,mayitl,noun,hand.,,general_vocabulary,internal_drafting_candidate_not_speaker_validated,0.95,EHN_colloquial source-backed candidate; requires MSN approval before public release.
kw::mecatl::5,mekatl,mecatl,noun,"rope, cord.",,general_vocabulary,internal_drafting_candidate_not_speaker_validated,0.95,EHN_colloquial source-backed candidate; requires MSN approval before public release.
kw::mesa::1,mesa,mesa,noun,table,,general_vocabulary,internal_drafting_candidate_not_speaker_validated,0.95,EHN_colloquial source-backed candidate; requires MSN approval before public release.
kw::metatl::1,metatl,metatl,noun,"metate, grinding stone.",,general_vocabulary,internal_drafting_candidate_not_speaker_validated,0.95,EHN_colloquial source-backed candidate; requires MSN approval before public release.
kw::metztli::7,metstli,metztli,noun,moon,,general_vocabulary,internal_drafting_candidate_not_speaker_validated,0.95,EHN_colloquial source-backed candidate; requires MSN approval before public release.
kw::mexikatl::2,mexikatl,mexikatl,noun,"Mexican, Nahuan people.",,general_vocabulary,internal_drafting_candidate_not_speaker_validated,0.95,EHN_colloquial source-backed candidate; requires MSN approval before public release.
kw::michi::2,michi,michi,noun,fish.,,general_vocabulary,internal_drafting_candidate_not_speaker_validated,0.95,EHN_colloquial source-backed candidate; requires MSN approval before public release.
kw::mihcatzi::1,mihkatsi,mihcatzi,noun,deadman.,,general_vocabulary,internal_drafting_candidate_not_speaker_validated,0.95,EHN_colloquial source-backed candidate; requires MSN approval before public release.
kw::mihquetl::1,mihketl,mihquetl,noun,deadman.,,general_vocabulary,internal_drafting_candidate_not_speaker_validated,0.95,EHN_colloquial source-backed candidate; requires MSN approval before public release.
kw::miquiliztli::3,mikilistli,miquiliztli,noun,death.,,general_vocabulary,internal_drafting_candidate_not_speaker_validated,0.95,EHN_colloquial source-backed candidate; requires MSN approval before public release.
kw::milli::3,milli,milli,noun,Cultivated field; milpa.,,general_vocabulary,internal_drafting_candidate_not_speaker_validated,0.95,EHN_colloquial source-backed candidate; requires MSN approval before public release.
kw::miltitla::1,miltitla,miltitla,noun,garden.,,general_vocabulary,internal_drafting_candidate_not_speaker_validated,0.95,EHN_colloquial source-backed candidate; requires MSN approval before public release.
kw::mistli::3,mistli,mistli,noun,Cat,,general_vocabulary,internal_drafting_candidate_not_speaker_validated,0.95,EHN_colloquial source-backed candidate; requires MSN approval before public release.
kw::mizto::3,misto,mizto,noun,cat,,general_vocabulary,internal_drafting_candidate_not_speaker_validated,0.95,EHN_colloquial source-backed candidate; requires MSN approval before public release.
kw::m-s::1,más,más,noun,more,,general_vocabulary,internal_drafting_candidate_not_speaker_validated,0.95,EHN_colloquial source-backed candidate; requires MSN approval before public release.
kw::m-dico::1,médiko,médico,noun,doctor,,general_vocabulary,internal_drafting_candidate_not_speaker_validated,0.95,EHN_colloquial source-backed candidate; requires MSN approval before public release.
kw::nakatl::3,nakatl,nakatl,noun,meat,,general_vocabulary,internal_drafting_candidate_not_speaker_validated,0.95,EHN_colloquial source-backed candidate; requires MSN approval before public release.
kw::nane::2,nane,nane,noun,Miss,,general_vocabulary,internal_drafting_candidate_not_speaker_validated,0.95,EHN_colloquial source-backed candidate; requires MSN approval before public release.
kw::nehnemiliztli::1,nehnemilistli,nehnemiliztli,noun,way of life; a lifestyle.,,general_vocabulary,internal_drafting_candidate_not_speaker_validated,0.95,EHN_colloquial source-backed candidate; requires MSN approval before public release.
